epoch,loss,mae,val_loss,val_mae
0,0.000672218156978488,0.014494567178189754,0.001773965428583324,0.032410573214292526
1,5.939168113400228e-05,0.005112101789563894,0.0007939632050693035,0.020438754931092262
2,6.269820732995868e-05,0.005370502360165119,0.0012995884753763676,0.027745535597205162
3,6.23469240963459e-05,0.005183718167245388,0.00342818396165967,0.04664364829659462
4,5.125757888890803e-05,0.004710661247372627,0.003451516618952155,0.046133432537317276
